MotorPowerKw,MotorSpeed,PumpRate,TimePumpOn,CasingFriction
70.6,201,60.7,768,1451.26
70.72,201,59,771.2,1451.96
70.84,201,61.1,774.4,1450.05
70.96,201,58.1,777.6,1448.94
71.08,201,61.9,780.8,1449.96
71.19,202,59.1,784,1450.56
71.3,202,60.7,787.2,1452.55
71.4,202,61.7,790.4,1448.91
71.51,202,60.8,793.6,1450.56
71.6,202,60.1,796.8,1449.14
71.7,202,57.7,0,1451.74
71.79,202,62,3.2,1449.07
71.87,203,58.8,6.4,1452.29
71.95,203,60.7,9.6,1448.48
72.02,203,60.5,12.8,1451.31
72.08,203,60.2,16,1451.34
72.15,203,60.5,19.2,1450.06
72.2,203,60.1,22.4,1452.03
72.25,203,61.7,25.6,1450.45
72.29,203,58.7,28.8,1451.73
72.32,203,60.5,32,1450.02
72.35,203,60.2,35.2,1449.56
72.37,203,59.1,38.4,1451.47
72.39,203,58.4,41.6,1451.24
72.4,203,59.3,44.8,1451.85
72.4,203,58.5,48,1451.84
72.39,203,59.5,51.2,1451.4
72.38,203,60.8,54.4,1449.96
72.36,203,59.8,57.6,1449.25
72.34,203,59.2,60.8,1450.77
72.3,203,58.8,64,1450.26
72.27,203,61.6,67.2,1450.93
72.22,203,59,70.4,1448.04
72.17,203,56.5,73.6,1450.88
72.11,203,58.8,76.8,1450.19
72.05,203,60.9,80,1449.64
71.98,203,59.6,83.2,1446.82
71.9,203,57.7,86.4,1449.26
71.82,202,62.8,89.6,1447.58
71.73,202,60.1,92.8,1452.05
71.64,202,59.5,96,1450.19
71.55,202,59.9,99.2,1448.79
71.45,202,60,102.4,1450
71.34,202,59,105.6,1451
71.23,202,59.8,108.8,1449.92
71.12,202,57.8,112,1451.43
71.01,201,61.1,115.2,1451.11
70.89,201,57.8,118.4,1447.82
70.77,201,59.5,121.6,1449.3
70.65,201,60.9,124.8,1451.04
70.52,201,59.1,128,1448.99
70.4,201,58.1,131.2,1450.54
70.27,200,59.3,134.4,1452.84
70.14,200,61.9,137.6,1447.09
70.02,200,58.6,140.8,1450.15
69.89,200,58.4,144,1449.78
69.76,200,60.7,147.2,1448.43
69.63,200,59.6,150.4,1451.1
69.51,199,61.3,153.6,1449.57
69.38,199,61.5,156.8,1451.6
69.26,199,60.8,160,1449.21
69.14,199,56.9,163.2,1452.75
69.02,199,59.6,166.4,1449.72
68.9,199,61.6,169.6,1448.67
68.79,198,61.1,172.8,1449.84
68.68,198,61.4,176,1450.97
68.58,198,59.9,179.2,1448.98
68.48,198,60.7,182.4,1452.85
68.38,198,60.8,185.6,1448.7
68.29,198,57.7,188.8,1450.91
68.2,198,61.8,192,1450.28
68.12,197,62.1,195.2,1452.11
68.04,197,61.3,198.4,1451.94
67.97,197,61.1,201.6,1450.32
67.9,197,61,204.8,1448.9
67.84,197,60.6,208,1449.96
67.79,197,59.6,211.2,1451.01
67.74,197,56.9,214.4,1450.82
67.7,197,60.3,217.6,1448.6
67.67,197,57.9,220.8,1448.58
67.64,197,57.8,224,1448.67
67.62,197,60.8,227.2,1451.05
67.61,197,60.3,230.4,1451.61
67.6,197,61.3,233.6,1451.21
67.6,197,60.2,236.8,1451.81
67.61,197,60.3,240,1451.56
67.62,197,58,243.2,1451.72
67.64,197,62.9,246.4,1449.65
67.67,197,60.9,249.6,1449.85
67.7,197,62.5,252.8,1450.98
67.74,197,58.1,256,1449.25
67.79,197,58.4,259.2,1451.18
67.84,197,60.5,262.4,1449.95
67.9,197,60.8,265.6,1449.68
67.97,197,60.1,268.8,1447.91
68.04,197,61.2,272,1450.97
68.11,197,59.2,275.2,1450.25
68.19,198,58,278.4,1449.84
68.28,198,62.1,281.6,1447.97
68.37,198,60,284.8,1451.76
68.47,198,60.7,288,1449.26
68.57,198,62.4,291.2,1450.1
68.68,198,58.6,294.4,1450.85
68.78,198,58.3,297.6,1449.4
68.9,199,59.4,300.8,1450.88
69.01,199,59.3,304,1450.48
69.13,199,61.3,307.2,1449.04
69.25,199,60,310.4,1450.85
69.37,199,59.1,313.6,1450.75
69.5,199,58.3,316.8,1450.07
69.62,199,59.3,320,1450.8
69.75,200,60.7,323.2,1450.5
69.88,200,60.1,326.4,1450.14
70.01,200,59.2,329.6,1450.87
70.14,200,57.6,332.8,1451.17
70.26,200,61.3,336,1452.1
70.39,201,62,339.2,1449.18
70.52,201,59.3,342.4,1451.67
70.64,201,61.3,345.6,1447.52
70.76,201,60.4,348.8,1449.61
70.88,201,60.2,352,1449.83
71,201,59.4,355.2,1447.88
71.12,202,58.3,358.4,1449.79
71.23,202,62.3,361.6,1449.45
71.34,202,59.2,364.8,1451.04
71.44,202,59.6,368,1447.99
71.54,202,59.1,371.2,1446.66
71.64,202,61.5,374.4,1447.43
71.73,202,59,377.6,1451.36
71.82,202,59.1,380.8,1448.32
71.9,203,59.8,384,1448.52
71.97,203,58.3,387.2,1450.23
72.04,203,59.9,390.4,1449.29
72.11,203,57.9,393.6,1447.96
72.17,203,61.4,396.8,1450.84
72.22,203,60.4,400,1448.22
72.26,203,61.2,403.2,1449.32
72.3,203,58.6,406.4,1449.3
72.34,203,61,409.6,1450.61
72.36,203,61.3,412.8,1451.28
72.38,203,59.2,416,1448.05
72.39,203,57.2,419.2,1451.6
72.4,203,60.6,422.4,1448.82
72.4,203,58.4,425.6,1448.71
72.39,203,58.1,428.8,1447.45
72.38,203,60.5,432,1450.1
72.35,203,58.5,435.2,1449.71
72.33,203,63,438.4,1453.18
72.29,203,59.9,441.6,1449.89
72.25,203,61.7,444.8,1450.21
72.2,203,59.8,448,1450.34
72.15,203,62,451.2,1450.5
72.09,203,60.6,454.4,1451.84
72.02,203,60.6,457.6,1449.4
71.95,203,60.6,460.8,1449.83
71.87,203,58.5,464,1451.2
71.79,202,62.1,467.2,1450.97
71.7,202,60.9,470.4,1450.25
71.61,202,60.9,473.6,1449.58
71.51,202,58,476.8,1449.24
71.41,202,61.4,480,1451.47
71.31,202,59.3,483.2,1450.3
71.2,202,61.2,486.4,1451.27
71.08,201,59.2,489.6,1451.77
70.97,201,60.4,492.8,1450.7
70.85,201,60.5,496,1452.05
70.73,201,61.6,499.2,1449.71
70.6,201,61.4,502.4,1449.3
70.48,201,59.5,505.6,1449.5
70.35,200,61.3,508.8,1452.7
70.23,200,60.2,512,1451.75
70.1,200,60.6,515.2,1449.18
69.97,200,59.6,518.4,1450.5
69.84,200,60.3,521.6,1449.94
69.71,200,58.5,524.8,1451.2
69.59,199,61.4,528,1451.03
69.46,199,61.4,531.2,1450.15
69.34,199,57.1,534.4,1447.79
69.22,199,57.7,537.6,1451.23
69.1,199,57.3,540.8,1450.91
68.98,199,59.7,544,1447.63
68.86,198,61.6,547.2,1450.96
68.75,198,59.6,550.4,1451.25
68.64,198,60.5,553.6,1450.2
68.54,198,62.4,556.8,1450.62
68.44,198,60.9,560,1448.22
68.35,198,58.2,563.2,1452.87
68.26,198,60.5,566.4,1451.91
68.17,198,58.4,569.6,1449.58
68.09,197,60.6,572.8,1447.74
68.02,197,60.9,576,1449.12
67.95,197,59,579.2,1450.01
67.88,197,61.1,582.4,1451.16
67.83,197,60.6,585.6,1450.23
67.77,197,60.7,588.8,1450.74
67.73,197,60,592,1452.32
67.69,197,59,595.2,1448.52
67.66,197,56.7,598.4,1450.23
67.63,197,61.3,601.6,1451.52
67.62,197,58.5,604.8,1447.89
67.6,197,59.9,608,1448.6
67.6,197,62.1,611.2,1449.71
67.6,197,59.9,614.4,1451.33
67.61,197,58.7,617.6,1449.11
67.63,197,60.3,620.8,1452.15
67.65,197,60.9,624,1447.05
67.68,197,62,627.2,1449.75
67.72,197,59.1,630.4,1451.5
67.76,197,61.2,633.6,1447.73
67.81,197,60.2,636.8,1446.72
67.86,197,60.1,640,1448.88
67.92,197,60.1,643.2,1451.34
67.99,197,59.6,646.4,1449.31
68.06,197,59.5,649.6,1450.36
68.14,197,59.7,652.8,1448.89
68.22,198,61.9,656,1450.22
68.31,198,60,659.2,1452.01
68.41,198,59.9,662.4,1449.46
68.51,198,60,665.6,1449.97
68.61,198,60.1,668.8,1452.46
68.71,198,60.8,672,1449.03
68.82,198,60.2,675.2,1447.87
68.94,199,58.8,678.4,1450.14
69.05,199,62,681.6,1449.59
69.17,199,60,684.8,1450.81
69.29,199,58.5,688,1452.13
69.42,199,57.5,691.2,1450.76
69.54,199,59,694.4,1450.12
69.67,200,57.3,697.6,1447.33
69.8,200,61.6,700.8,1452.64
69.92,200,60.4,704,1450.3
70.05,200,59.8,707.2,1449.87
70.18,200,60.6,710.4,1450.63
70.31,200,60.5,713.6,1448.56
70.43,201,60.8,716.8,1452.27
70.56,201,58.9,720,1447.83
70.68,201,59.9,723.2,1450.66
70.81,201,60.5,726.4,1449.32
70.93,201,59.8,729.6,1449.2
71.04,201,58.8,732.8,1449.94
71.16,202,60.8,736,1449.17
71.27,202,57.4,739.2,1451.3
71.37,202,62.8,742.4,1450.87
71.48,202,59.2,745.6,1448.24
71.58,202,62.3,748.8,1452.75
71.67,202,62.4,752,1450.78
71.76,202,58.8,755.2,1450.84
71.84,202,60.8,758.4,1449.1
71.92,203,60.3,761.6,1451.59
72,203,58.7,764.8,1449.48
72.07,203,59.4,768,1449.37
72.13,203,58.4,771.2,1450.03
72.18,203,61.6,774.4,1449.25
72.23,203,61.8,777.6,1453.25
72.28,203,60.5,780.8,1450.14
72.31,203,62.9,784,1450.22
72.35,203,59.4,787.2,1450.25
72.37,203,59.4,790.4,1449.94
72.39,203,60,793.6,1448.65
72.4,203,60.6,796.8,1451.33
72.4,203,58.8,0,1449.85
72.4,203,61.1,3.2,1452.61
72.39,203,60.9,6.4,1447.23
72.37,203,58,9.6,1450.47
72.35,203,58.7,12.8,1451
72.31,203,60.5,16,1451.07
72.28,203,62,19.2,1450.89
72.23,203,60.9,22.4,1450.23
72.18,203,60,25.6,1448.22
72.13,203,61.4,28.8,1449.09
72.07,203,59.7,32,1450.54
72,203,60.9,35.2,1451.39
71.92,203,62,38.4,1449.56
71.84,202,60.2,41.6,1451.58
71.76,202,60.9,44.8,1449.82
71.67,202,58,48,1449.35
71.58,202,60.4,51.2,1451.56
71.48,202,58.5,54.4,1446.54
71.37,202,59.1,57.6,1448.75
71.27,202,61.5,60.8,1452.3
71.16,202,60.2,64,1447.63
71.04,201,61.1,67.2,1447.59
70.93,201,59.5,70.4,1450.89
70.81,201,60.4,73.6,1449.6
70.68,201,58.4,76.8,1450.48
70.56,201,60.3,80,1450.09
70.43,201,62,83.2,1449.97
70.31,200,59.8,86.4,1448.64
70.18,200,59.4,89.6,1449.88
70.05,200,60.4,92.8,1451.36
69.92,200,59.4,96,1450.54
69.8,200,61.8,99.2,1448.42
69.67,200,61,102.4,1448.97
69.54,199,61.4,105.6,1451.96
69.42,199,61.3,108.8,1449.81
69.29,199,60.9,112,1451.93
69.17,199,58.8,115.2,1449.54
69.05,199,58.9,118.4,1449.13
68.94,199,59.7,121.6,1450.07
68.82,198,60.2,124.8,1448.38
68.71,198,59.4,128,1451.27
68.61,198,58.2,131.2,1451.11
68.51,198,59.7,134.4,1449.5
68.41,198,59,137.6,1449.38
68.31,198,59.5,140.8,1452.86
68.22,198,61.5,144,1450.07
68.14,197,61,147.2,1449.64
68.06,197,58.7,150.4,1450.8
67.99,197,60,153.6,1449.83
67.92,197,61,156.8,1449.32
67.86,197,61,160,1448.64
67.81,197,61.8,163.2,1448.06
67.76,197,61.5,166.4,1446.75
67.72,197,58.7,169.6,1449.59
67.68,197,60.7,172.8,1449.54
67.65,197,59.1,176,1451.95
67.63,197,58.7,179.2,1450.81
67.61,197,60.4,182.4,1452.27
67.6,197,59.7,185.6,1449.06
67.6,197,62.9,188.8,1450.57
67.6,197,60.5,192,1449.13
67.62,197,60.4,195.2,1449.98
67.63,197,58.9,198.4,1448.91
67.66,197,63.3,201.6,1449.26
67.69,197,60.5,204.8,1448.66
67.73,197,61.2,208,1452.32
67.77,197,60.8,211.2,1450.5
67.83,197,58.9,214.4,1447.79
67.88,197,62.1,217.6,1450.81
67.95,197,58.9,220.8,1448.21
68.02,197,59.7,224,1450.31
68.09,197,60.3,227.2,1450.14
68.17,198,61.3,230.4,1449.88
68.26,198,60.8,233.6,1446.65
68.35,198,59.5,236.8,1450.17
68.44,198,59.7,240,1450.33
68.54,198,56.4,243.2,1450.38
68.64,198,58.1,246.4,1447.97
68.75,198,59.2,249.6,1452.17
68.86,198,59.9,252.8,1450.26
68.98,199,58.6,256,1449.85
69.1,199,59.8,259.2,1450.43
69.22,199,59,262.4,1451.3
69.34,199,61.2,265.6,1448.45
69.46,199,57.7,268.8,1449.09
69.59,199,61.6,272,1449.16
69.71,200,60.6,275.2,1450.96
69.84,200,61.6,278.4,1450.6
69.97,200,60.4,281.6,1450.52
70.1,200,60.4,284.8,1449.89
70.23,200,61.4,288,1448.9
70.35,200,62.4,291.2,1450.39
70.48,201,58.2,294.4,1449.47
70.6,201,59.5,297.6,1448.69
70.73,201,60,300.8,1449.66
70.85,201,60,304,1448.5
70.97,201,57.2,307.2,1449.01
71.08,201,59,310.4,1449.16
71.2,202,60.3,313.6,1450.4
71.31,202,61.9,316.8,1452.45
71.41,202,58.5,320,1450.33
71.51,202,59.4,323.2,1449.65
71.61,202,63,326.4,1450.8
71.7,202,60.3,329.6,1450.21
71.79,202,63.3,332.8,1448.88
71.87,203,62.4,336,1451.04
71.95,203,60.7,339.2,1450.02
72.02,203,60.1,342.4,1451.55
72.09,203,61.2,345.6,1451.41
72.15,203,58.8,348.8,1450.33
72.2,203,59.6,352,1450.97
72.25,203,62.8,355.2,1450.4
72.29,203,58.8,358.4,1450.16
72.33,203,59.6,361.6,1451.76
72.35,203,59.8,364.8,1450.32
72.38,203,58,368,1450.16
72.39,203,59.5,371.2,1450.82
72.4,203,59.7,374.4,1449.37
72.4,203,59.5,377.6,1448.26
72.39,203,58.2,380.8,1451.17
72.38,203,59.3,384,1449.47
72.36,203,60.9,387.2,1450.09
72.34,203,58.8,390.4,1450.84
72.3,203,61.2,393.6,1446.41
72.26,203,60.4,396.8,1449.42
72.22,203,60.2,400,1450.04
72.17,203,61.6,403.2,1449.49
72.11,203,61.4,406.4,1449.58
72.04,203,59.5,409.6,1449.18
71.97,203,60.1,412.8,1449.9
71.9,203,60,416,1448.89
71.82,202,60.2,419.2,1451
71.73,202,58.5,422.4,1450.52
71.64,202,58.8,425.6,1449.66
71.54,202,60.7,428.8,1451.04
71.44,202,59.8,432,1451.05
71.34,202,59.2,435.2,1448.87
71.23,202,60.7,438.4,1451.09
71.12,202,59.8,441.6,1451.73
71,201,58.5,444.8,1447.74
70.88,201,59,448,1449.17
70.76,201,58.2,451.2,1451.3
70.64,201,59.3,454.4,1451.33
70.52,201,61.5,457.6,1450.35
70.39,201,58.8,460.8,1450.87
70.26,200,57.5,464,1449.51
70.14,200,60.5,467.2,1451.89
70.01,200,61.7,470.4,1449.04
69.88,200,57.3,473.6,1452.25
69.75,200,60.6,476.8,1449.19
69.62,199,63.1,480,1453.56
69.5,199,60.5,483.2,1450.86
69.37,199,61.8,486.4,1450.47
69.25,199,59.9,489.6,1450.38
69.13,199,59,492.8,1449.39
69.01,199,58.4,496,1452.53
68.9,199,60.8,499.2,1452.91
68.78,198,59.7,502.4,1449.1
68.68,198,61.9,505.6,1452.07
68.57,198,60.3,508.8,1449.94
68.47,198,64.2,512,1450.02
68.37,198,60.5,515.2,1448.73
68.28,198,63.1,518.4,1449.52
68.19,198,61.9,521.6,1447.8
68.11,197,58.3,524.8,1451.85
68.04,197,61.3,528,1450.89
67.97,197,60.6,531.2,1449.48
67.9,197,58.1,534.4,1449.69
67.84,197,59.2,537.6,1449.02
67.79,197,59.3,540.8,1451.68
67.74,197,60.6,544,1451.5
67.7,197,55.6,547.2,1450.8
67.67,197,62.2,550.4,1449.21
67.64,197,58,553.6,1449.09
67.62,197,61.5,556.8,1448.06
67.61,197,60.9,560,1450.23
67.6,197,61.1,563.2,1448.74
67.6,197,59.7,566.4,1451.57
67.61,197,58.8,569.6,1448.31
67.62,197,58.7,572.8,1451.65
67.64,197,59.8,576,1450.89
67.67,197,58.3,579.2,1451.23
67.7,197,59.6,582.4,1448.96
67.74,197,61.9,585.6,1449.28
67.79,197,58.8,588.8,1449.87
67.84,197,61.2,592,1450.44
67.9,197,58.4,595.2,1447.25
67.97,197,58,598.4,1450.49
68.04,197,61.4,601.6,1450.41
68.12,197,61.1,604.8,1451.84
68.2,198,60.7,608,1449.05
68.29,198,59.8,611.2,1451.4
68.38,198,57.6,614.4,1448.59
68.48,198,61.2,617.6,1450.57
68.58,198,60.5,620.8,1450.09
68.68,198,58.4,624,1448.5
68.79,198,56.7,627.2,1447.48
68.9,199,63,630.4,1449.66
69.02,199,59.8,633.6,1451.29
69.14,199,60,636.8,1448.61
69.26,199,61.9,640,1451.55
69.38,199,59,643.2,1451.17
69.51,199,60.5,646.4,1450.27
69.63,200,60.6,649.6,1451.08
69.76,200,60.8,652.8,1449.72
69.89,200,63.2,656,1451.07
70.02,200,60.3,659.2,1451.39
70.14,200,60.9,662.4,1451.03
70.27,200,58.6,665.6,1449.65
70.4,201,58.1,668.8,1450.34
70.52,201,60.3,672,1449.5
70.65,201,59.6,675.2,1449.2
70.77,201,60.7,678.4,1451.83
70.89,201,59.9,681.6,1451.76
71.01,201,58.5,684.8,1448.81
71.12,202,59.3,688,1449.76
71.23,202,60.3,691.2,1451.35
71.34,202,62.1,694.4,1449.67
71.45,202,59,697.6,1448.52
71.55,202,57.1,700.8,1452.14
71.64,202,57.8,704,1449.18
71.73,202,58.7,707.2,1449.14
71.82,202,58.8,710.4,1449.13
71.9,203,61.8,713.6,1448.02
71.98,203,60.3,716.8,1451.77
72.05,203,60.2,720,1448.78
72.11,203,59.5,723.2,1450.29
72.17,203,59.9,726.4,1451.81
72.22,203,58,729.6,1448.66
72.27,203,59.1,732.8,1450.73
72.3,203,59.2,736,1447.61
72.34,203,60.8,739.2,1448.32
72.36,203,60.6,742.4,1449.49
72.38,203,61,745.6,1449.56
72.39,203,58.1,748.8,1449.44
72.4,203,61.4,752,1449.94
72.4,203,61.6,755.2,1449.38
72.39,203,58,758.4,1450.14
72.37,203,61.9,761.6,1449.74
72.35,203,60,764.8,1452.82
72.32,203,58.3,768,1450.16
72.29,203,61.4,771.2,1449.85
72.25,203,61.2,774.4,1450.31
72.2,203,59.7,777.6,1447.62
72.15,203,60.9,780.8,1448.63
72.08,203,59.8,784,1449.28
72.02,203,60.1,787.2,1450.76
71.95,203,58.6,790.4,1449.24
71.87,203,59.7,793.6,1450.39
71.79,202,60.2,796.8,1452.5
71.7,202,60.6,0,1450.26
71.6,202,59.8,3.2,1450.55
71.51,202,59.3,6.4,1452.45
71.4,202,60.6,9.6,1450.28
71.3,202,59.2,12.8,1450.52
71.19,202,60.6,16,1450.09
71.08,201,60.4,19.2,1451.59
70.96,201,61.6,22.4,1447.9
