MotorPowerKw,MotorSpeed,PumpRate,TimePumpOn,CasingFriction
68.94,199,60.7,592,1451.16
68.83,198,60,595.2,1448
68.72,198,59.2,598.4,1451.28
68.61,198,59.5,601.6,1448.4
68.51,198,59.2,604.8,1446.77
68.41,198,58.8,608,1449.88
68.32,198,58.4,611.2,1451.67
68.23,198,59.8,614.4,1447.43
68.15,197,60.8,617.6,1449.88
68.07,197,58.5,620.8,1447.64
67.99,197,60.6,624,1445.92
67.93,197,60.6,627.2,1450.47
67.87,197,61.6,630.4,1450.07
67.81,197,61,633.6,1448.99
67.76,197,60.1,636.8,1451.25
67.72,197,62,640,1452.39
67.68,197,58.1,643.2,1449.81
67.65,197,58.2,646.4,1448.77
67.63,197,61.5,649.6,1450.82
67.61,197,60.3,652.8,1451.41
67.6,197,61.7,656,1448.82
67.6,197,61.6,659.2,1449.78
67.6,197,59.2,662.4,1452.32
67.62,197,58.5,665.6,1448.96
67.63,197,61.6,668.8,1449.86
67.66,197,58.8,672,1452.46
67.69,197,59.4,675.2,1448.76
67.73,197,61.4,678.4,1449.49
67.77,197,61.9,681.6,1450.57
67.82,197,61.1,684.8,1449.11
67.88,197,59.8,688,1448.19
67.94,197,60.1,691.2,1448.56
68.01,197,59.2,694.4,1450.28
68.09,197,60.4,697.6,1447.95
68.17,198,59.5,700.8,1449.95
68.25,198,58.4,704,1450.24
68.34,198,59.3,707.2,1449.4
68.44,198,59.3,710.4,1451.74
68.53,198,59.9,713.6,1452.27
68.64,198,59,716.8,1449.7
68.75,198,60.7,720,1449.46
68.86,198,62.8,723.2,1449.68
68.97,199,59.4,726.4,1448.29
69.09,199,60.4,729.6,1448.95
69.21,199,60.2,732.8,1449.2
69.33,199,60,736,1449.44
69.45,199,60.8,739.2,1450.39
69.58,199,59,742.4,1450.86
69.71,200,62,745.6,1448.31
69.83,200,57.6,748.8,1450.28
69.96,200,58.7,752,1450.14
70.09,200,61.3,755.2,1451.16
70.22,200,62.3,758.4,1447.54
70.35,200,61.1,761.6,1448.78
70.47,201,59.9,764.8,1447.47
70.6,201,62.7,768,1449.75
70.72,201,61.1,771.2,1449.5
70.84,201,59.1,774.4,1449.41
70.96,201,59.3,777.6,1449.01
71.08,201,60.6,780.8,1450.65
71.19,202,58.5,784,1448.58
71.3,202,61,787.2,1448.46
71.4,202,59.3,790.4,1451.31
71.51,202,61.4,793.6,1449.45
71.6,202,59.8,796.8,1448.91
71.7,202,62.1,0,1450.59
71.79,202,61.9,3.2,1451.48
71.87,203,59.5,6.4,1449.9
71.95,203,59.8,9.6,1448.13
72.02,203,58.4,12.8,1450.08
72.08,203,60.6,16,1451.29
72.15,203,58.4,19.2,1447.85
72.2,203,58.1,22.4,1449.21
72.25,203,60.3,25.6,1447.61
72.29,203,60.7,28.8,1449.03
72.32,203,60.8,32,1452.01
72.35,203,61.9,35.2,1448.44
72.37,203,59.9,38.4,1450.25
72.39,203,58.7,41.6,1451.15
72.4,203,58.3,44.8,1453.17
72.4,203,63.3,48,1449.56
72.39,203,61.4,51.2,1450.99
72.38,203,60.5,54.4,1449.65
72.36,203,61.3,57.6,1451.89
72.34,203,57.3,60.8,1451.91
72.3,203,60.8,64,1453.37
72.27,203,60.6,67.2,1451.71
72.22,203,60.8,70.4,1449.52
72.17,203,59.4,73.6,1448.76
72.11,203,58.8,76.8,1451.29
72.05,203,59.9,80,1449.66
71.98,203,62.6,83.2,1450.01
71.9,203,58.5,86.4,1449.52
71.82,202,62.2,89.6,1450.37
71.73,202,60.8,92.8,1449.94
71.64,202,57.8,96,1452.4
71.55,202,60.9,99.2,1449.83
71.45,202,60.6,102.4,1452.76
71.34,202,59.6,105.6,1450.18
71.23,202,60.4,108.8,1450.27
71.12,202,61,112,1448.75
71.01,201,59.1,115.2,1447.98
70.89,201,60.4,118.4,1449.24
70.77,201,60.9,121.6,1452
70.65,201,60.8,124.8,1450.12
70.52,201,56.6,128,1450.51
70.4,201,58.2,131.2,1450.7
70.27,200,58.6,134.4,1449.81
70.14,200,60,137.6,1451.74
70.02,200,59.1,140.8,1449.53
69.89,200,63.6,144,1452.3
69.76,200,59.4,147.2,1450.23
69.63,200,60.2,150.4,1452.03
69.51,199,61.4,153.6,1451.51
69.38,199,60.4,156.8,1450.94
69.26,199,60,160,1449.53
69.14,199,61,163.2,1450.18
69.02,199,60.3,166.4,1450.18
68.9,199,59.7,169.6,1448.75
68.79,198,60.1,172.8,1449.61
68.68,198,59.6,176,1446.91
68.58,198,61.2,179.2,1449.46
68.48,198,60,182.4,1449.01
68.38,198,59.9,185.6,1449.14
68.29,198,63.9,188.8,1448.03
68.2,198,59.8,192,1449.73
68.12,197,61.2,195.2,1451.39
68.04,197,58.9,198.4,1450.81
67.97,197,58.8,201.6,1448.61
67.9,197,61.4,204.8,1450.32
67.84,197,58.9,208,1449.23
67.79,197,60.6,211.2,1447.2
67.74,197,58.7,214.4,1450.5
67.7,197,59.1,217.6,1447.74
67.67,197,57.5,220.8,1450.06
67.64,197,60.3,224,1450.21
67.62,197,63,227.2,1448.56
67.61,197,57.9,230.4,1450.83
67.6,197,61.4,233.6,1452.48
67.6,197,60.9,236.8,1452.21
67.61,197,62.5,240,1449.9
67.62,197,60.3,243.2,1450.19
67.64,197,58.8,246.4,1449.48
67.67,197,59.1,249.6,1449.89
67.7,197,59.7,252.8,1448.05
67.74,197,60.6,256,1450.24
67.79,197,58.5,259.2,1449.23
67.84,197,56.6,262.4,1449.94
67.9,197,60.5,265.6,1449.58
67.97,197,59.8,268.8,1450.87
68.04,197,59.7,272,1449.98
68.11,197,61.4,275.2,1450.38
68.19,198,59.1,278.4,1451.22
68.28,198,59.6,281.6,1449
68.37,198,60.6,284.8,1450.44
68.47,198,59,288,1449.84
68.57,198,59,291.2,1450.15
68.68,198,60.9,294.4,1449.81
68.78,198,60.7,297.6,1451.36
68.9,199,60.5,300.8,1448.85
69.01,199,59.8,304,1449.18
69.13,199,60,307.2,1448.52
69.25,199,63,310.4,1449.45
69.37,199,59.3,313.6,1450.56
69.5,199,59.3,316.8,1447.6
69.62,199,59.7,320,1451.14
69.75,200,57.9,323.2,1448.49
69.88,200,63.2,326.4,1448.38
70.01,200,61.7,329.6,1450.6
70.14,200,62.7,332.8,1451.06
70.26,200,61.3,336,1448.93
70.39,201,60.4,339.2,1448.1
70.52,201,59.7,342.4,1450.89
70.64,201,62.2,345.6,1451.69
70.76,201,60.9,348.8,1451.07
70.88,201,59.6,352,1450.98
71,201,58.9,355.2,1449.65
71.12,202,59.1,358.4,1449.66
71.23,202,60.2,361.6,1451.32
71.34,202,60.2,364.8,1449.52
71.44,202,58.8,368,1450.74
71.54,202,58.7,371.2,1447.82
71.64,202,58,374.4,1448.78
71.73,202,60.5,377.6,1451.32
71.82,202,59.5,380.8,1450.25
71.9,203,59.7,384,1446.95
71.97,203,60.1,387.2,1449.61
72.04,203,59.2,390.4,1451.93
72.11,203,60.6,393.6,1448.11
72.17,203,61,396.8,1451.01
72.22,203,58.7,400,1450.02
72.26,203,62.9,403.2,1448.51
72.3,203,61.2,406.4,1450.56
72.34,203,61.2,409.6,1449.56
72.36,203,61.1,412.8,1450.52
72.38,203,60.5,416,1446.93
72.39,203,60.3,419.2,1454.52
72.4,203,59,422.4,1452.74
72.4,203,57.7,425.6,1451.19
72.39,203,61,428.8,1454.95
72.38,203,58.1,432,1449.48
72.35,203,61.1,435.2,1447.89
72.33,203,60.6,438.4,1450.7
72.29,203,58.5,441.6,1450.69
72.25,203,59.3,444.8,1449.52
72.2,203,60.6,448,1450.86
72.15,203,59.8,451.2,1449.74
72.09,203,62.1,454.4,1453.04
72.02,203,62.6,457.6,1448.58
71.95,203,61.2,460.8,1451.49
71.87,203,62,464,1448.44
71.79,202,60.5,467.2,1447.7
71.7,202,58.7,470.4,1451.69
71.61,202,58.2,473.6,1448.63
71.51,202,57.8,476.8,1448.71
71.41,202,59.9,480,1450.33
71.31,202,57.7,483.2,1451.35
71.2,202,59.3,486.4,1451.1
71.08,201,60.2,489.6,1448.44
70.97,201,61,492.8,1451.34
70.85,201,62.4,496,1448.33
70.73,201,61.2,499.2,1448.31
70.6,201,56.1,502.4,1450.2
70.48,201,58.3,505.6,1446.62
70.35,200,58.2,508.8,1449.52
70.23,200,60.5,512,1450.13
70.1,200,61,515.2,1449.64
69.97,200,60.3,518.4,1448.8
69.84,200,59.4,521.6,1451.07
69.71,200,62.3,524.8,1451.37
69.59,199,60.7,528,1449.6
69.46,199,58.3,531.2,1448.98
69.34,199,58.5,534.4,1451.58
69.22,199,60,537.6,1447.1
69.1,199,61.9,540.8,1448.43
68.98,199,61.8,544,1449.81
68.86,198,59.8,547.2,1452.68
68.75,198,58,550.4,1453.32
68.64,198,57.5,553.6,1451.66
68.54,198,60,556.8,1449.82
68.44,198,59.9,560,1452.59
68.35,198,63,563.2,1450.01
68.26,198,58.9,566.4,1451.4
68.17,198,58.7,569.6,1449.04
68.09,197,59.6,572.8,1451.06
68.02,197,58.4,576,1450.83
67.95,197,60.9,579.2,1451.87
67.88,197,61.2,582.4,1450.85
67.83,197,57.3,585.6,1449.5
67.77,197,60.7,588.8,1450.98
67.73,197,58.8,592,1448.87
67.69,197,59,595.2,1449.54
67.66,197,60.8,598.4,1449.84
67.63,197,59.7,601.6,1451.62
67.62,197,58.7,604.8,1449.76
67.6,197,60.7,608,1452.45
67.6,197,60.4,611.2,1450.83
67.6,197,59.5,614.4,1449.9
67.61,197,60.1,617.6,1450.68
67.63,197,59.7,620.8,1447.48
67.65,197,61.6,624,1450.02
67.68,197,61.6,627.2,1449.94
67.72,197,59.3,630.4,1450.28
67.76,197,58,633.6,1450.9
67.81,197,60.6,636.8,1448.45
67.86,197,59.5,640,1450.07
67.92,197,59.4,643.2,1450.75
67.99,197,58.9,646.4,1448.85
68.06,197,60,649.6,1448.24
68.14,197,61.5,652.8,1449.21
68.22,198,60,656,1450
68.31,198,58.6,659.2,1449.56
68.41,198,58.6,662.4,1450.65
68.51,198,61.1,665.6,1446.64
68.61,198,60.8,668.8,1448.45
68.71,198,59.2,672,1451.49
68.82,198,60.6,675.2,1450.38
68.94,199,58.8,678.4,1450.42
69.05,199,62.1,681.6,1448.87
69.17,199,59.6,684.8,1451.53
69.29,199,58.1,688,1450.35
69.42,199,60.2,691.2,1449.55
69.54,199,61.6,694.4,1448.49
69.67,200,59.7,697.6,1449.99
69.8,200,59.2,700.8,1450.45
69.92,200,60.5,704,1446.98
70.05,200,59.6,707.2,1452.96
70.18,200,59,710.4,1450.95
70.31,200,60.5,713.6,1452.02
70.43,201,61.9,716.8,1451.36
70.56,201,60.2,720,1449.88
70.68,201,59.2,723.2,1449.64
70.81,201,60.4,726.4,1451.13
70.93,201,59.9,729.6,1453.26
71.04,201,59.3,732.8,1450.94
71.16,202,59.5,736,1450.2
71.27,202,62.3,739.2,1450.53
71.37,202,61.2,742.4,1449.73
71.48,202,61,745.6,1452.09
71.58,202,60.6,748.8,1448.12
71.67,202,60.1,752,1448.64
71.76,202,60.8,755.2,1449.28
71.84,202,58.3,758.4,1450.78
71.92,203,60.1,761.6,1449.15
72,203,61.7,764.8,1450.61
72.07,203,59.4,768,1449.3
72.13,203,56.9,771.2,1448.7
72.18,203,60.1,774.4,1451.46
72.23,203,59.8,777.6,1448.09
72.28,203,59.8,780.8,1451.12
72.31,203,59.7,784,1448.88
72.35,203,59.9,787.2,1448.44
72.37,203,59.9,790.4,1450.16
72.39,203,60.7,793.6,1448.03
72.4,203,59.7,796.8,1452.04
72.4,203,59,0,1449.34
72.4,203,60,3.2,1446.96
72.39,203,61.4,6.4,1452.02
72.37,203,60,9.6,1450.02
72.35,203,58.1,12.8,1451.42
72.31,203,59.3,16,1450.01
72.28,203,59,19.2,1449.82
72.23,203,60.6,22.4,1451.22
72.18,203,59.1,25.6,1448.72
72.13,203,58,28.8,1450.38
72.07,203,58.6,32,1451.65
72,203,58.8,35.2,1449.97
71.92,203,57.6,38.4,1451.2
71.84,202,58.9,41.6,1451.06
71.76,202,58.1,44.8,1451.16
71.67,202,60.4,48,1450.37
71.58,202,60.3,51.2,1447.97
71.48,202,61.7,54.4,1449.61
71.37,202,59.8,57.6,1448.81
71.27,202,59.2,60.8,1450.24
71.16,202,59.8,64,1450.56
71.04,201,59.3,67.2,1449
70.93,201,61.5,70.4,1449.93
70.81,201,58.1,73.6,1448.64
70.68,201,60.8,76.8,1449.56
70.56,201,62.8,80,1452.61
70.43,201,61.6,83.2,1450.67
70.31,200,60.8,86.4,1449.37
70.18,200,61.7,89.6,1450.54
70.05,200,60,92.8,1448.81
69.92,200,58.4,96,1450.59
69.8,200,59.8,99.2,1449.51
69.67,200,58.8,102.4,1451.26
69.54,199,61.5,105.6,1451.32
69.42,199,60.8,108.8,1449.57
69.29,199,59.4,112,1449.5
69.17,199,60.3,115.2,1448.26
69.05,199,58.4,118.4,1452.23
68.94,199,60.8,121.6,1451.73
68.82,198,59.7,124.8,1447.8
68.71,198,61.1,128,1450.94
68.61,198,60.3,131.2,1450.6
68.51,198,60.2,134.4,1449.8
68.41,198,58.7,137.6,1448.2
68.31,198,59.5,140.8,1447.56
68.22,198,58.2,144,1449.32
68.14,197,59.3,147.2,1447.72
68.06,197,61.2,150.4,1447.68
67.99,197,61.8,153.6,1450.69
67.92,197,61,156.8,1449.85
67.86,197,60.3,160,1449.95
67.81,197,62.5,163.2,1449.65
67.76,197,61.9,166.4,1450.23
67.72,197,62.2,169.6,1449.22
67.68,197,61,172.8,1448.16
67.65,197,61.5,176,1450.47
67.63,197,59.3,179.2,1451.89
67.61,197,60.9,182.4,1448.77
67.6,197,60,185.6,1447.22
67.6,197,57.9,188.8,1451.72
67.6,197,59.2,192,1450.49
67.62,197,59.5,195.2,1449.24
67.63,197,59.8,198.4,1449.74
67.66,197,61,201.6,1451.96
67.69,197,59.3,204.8,1448.97
67.73,197,60.3,208,1450.8
67.77,197,58.4,211.2,1450.72
67.83,197,60.7,214.4,1451.57
67.88,197,58.6,217.6,1450.01
67.95,197,59.2,220.8,1449.37
68.02,197,59.5,224,1447.66
68.09,197,58.7,227.2,1449.08
68.17,198,61.1,230.4,1450.32
68.26,198,61.4,233.6,1450.15
68.35,198,60.8,236.8,1448.38
68.44,198,60.6,240,1448.89
68.54,198,60,243.2,1449.23
68.64,198,61,246.4,1448.7
68.75,198,61.7,249.6,1450.18
68.86,198,58.3,252.8,1447.11
68.98,199,61.4,256,1452.18
69.1,199,58.3,259.2,1447.92
69.22,199,60.6,262.4,1448.91
69.34,199,58.9,265.6,1449.3
69.46,199,59.1,268.8,1451.41
69.59,199,61.8,272,1451.8
69.71,200,58.6,275.2,1449.09
69.84,200,59.7,278.4,1447.79
69.97,200,58.5,281.6,1450.04
70.1,200,59.4,284.8,1449.92
70.23,200,59.4,288,1449.74
70.35,200,61.2,291.2,1448.32
70.48,201,60.6,294.4,1448.52
70.6,201,61.5,297.6,1450.95
70.73,201,60.2,300.8,1449.36
70.85,201,61.4,304,1451.58
70.97,201,60,307.2,1450.01
71.08,201,60.7,310.4,1449.94
71.2,202,58.7,313.6,1451.92
71.31,202,57.7,316.8,1448.02
71.41,202,59.7,320,1450.63
71.51,202,59,323.2,1450.61
71.61,202,59.4,326.4,1451.95
71.7,202,59.5,329.6,1449.2
71.79,202,59.1,332.8,1449.12
71.87,203,59.4,336,1449.83
71.95,203,57.6,339.2,1450.02
72.02,203,62.4,342.4,1448.92
72.09,203,61.4,345.6,1450.38
72.15,203,62.2,348.8,1451.07
72.2,203,59.9,352,1449.3
72.25,203,61.8,355.2,1448.04
72.29,203,60.8,358.4,1448.89
72.33,203,57.8,361.6,1448.54
72.35,203,60.6,364.8,1449.11
72.38,203,57.5,368,1447.87
72.39,203,60.1,371.2,1449.98
72.4,203,62,374.4,1451.61
72.4,203,59.7,377.6,1450.01
72.39,203,61.6,380.8,1448.76
72.38,203,59.8,384,1448.81
72.36,203,60,387.2,1450.39
72.34,203,58.9,390.4,1451.35
72.3,203,60.6,393.6,1450.84
72.26,203,59.3,396.8,1451.87
72.22,203,61.7,400,1450.75
72.17,203,61.1,403.2,1448.94
72.11,203,60.6,406.4,1446.85
72.04,203,60.9,409.6,1451.36
71.97,203,59.6,412.8,1448.14
71.9,203,61.2,416,1451.37
71.82,202,59,419.2,1450.34
71.73,202,60.3,422.4,1450.24
71.64,202,61,425.6,1447.12
71.54,202,59.9,428.8,1450.7
71.44,202,60.2,432,1451.71
71.34,202,57.9,435.2,1451.59
71.23,202,60.3,438.4,1447.27
71.12,202,59.7,441.6,1450.26
71,201,58.6,444.8,1447.22
70.88,201,58.5,448,1452.71
70.76,201,59.1,451.2,1447.95
70.64,201,59,454.4,1448.85
70.52,201,58.9,457.6,1447.53
70.39,201,58.7,460.8,1451.57
70.26,200,61.7,464,1451.49
70.14,200,61,467.2,1448.09
70.01,200,63.3,470.4,1447.96
69.88,200,59.5,473.6,1448.31
69.75,200,61.2,476.8,1451.55
69.62,199,58.8,480,1447.69
69.5,199,59.5,483.2,1449.17
69.37,199,59.8,486.4,1448.29
69.25,199,58.6,489.6,1447.59
69.13,199,59.4,492.8,1450.39
69.01,199,60.3,496,1451.11
68.9,199,59.4,499.2,1450.89
68.78,198,60.6,502.4,1447.97
68.68,198,60.8,505.6,1449.09
68.57,198,60.8,508.8,1451.08
68.47,198,60.3,512,1448.01
68.37,198,59.8,515.2,1450.75
68.28,198,60.2,518.4,1451.41
68.19,198,57.8,521.6,1451.92
68.11,197,62,524.8,1449.47
68.04,197,61.1,528,1449.06
67.97,197,64.5,531.2,1450.47
67.9,197,61.2,534.4,1451.92
67.84,197,60.5,537.6,1449.45
67.79,197,59.7,540.8,1449.86
67.74,197,57.9,544,1447.6
67.7,197,59.3,547.2,1449.49
67.67,197,58.3,550.4,1450.27
67.64,197,61.7,553.6,1450.18
67.62,197,60.7,556.8,1449.79
67.61,197,60.7,560,1451.18
67.6,197,59.7,563.2,1449.31
67.6,197,58.6,566.4,1451.08
67.61,197,59.8,569.6,1449.21
67.62,197,58.5,572.8,1450.14
67.64,197,58.8,576,1449.14
67.67,197,59.4,579.2,1447.93
67.7,197,59.1,582.4,1448.71
67.74,197,59.4,585.6,1450.67
67.79,197,59.9,588.8,1451.2
67.84,197,58.6,592,1448.94
67.9,197,60.6,595.2,1447.75
67.97,197,59.5,598.4,1451.83
68.04,197,62.5,601.6,1451.02
68.12,197,57.8,604.8,1452.1
68.2,198,61.7,608,1449.64
68.29,198,61,611.2,1452.11
68.38,198,60.3,614.4,1450.76
68.48,198,62.2,617.6,1448.87
68.58,198,60.4,620.8,1450.79
68.68,198,59.2,624,1448.61
68.79,198,60.8,627.2,1448.67
68.9,199,62.1,630.4,1449.96
69.02,199,58.8,633.6,1449.89
69.14,199,58.3,636.8,1449.54
69.26,199,59.9,640,1449.46
69.38,199,59.7,643.2,1448.56
69.51,199,58.3,646.4,1450.11
69.63,200,61.9,649.6,1451.5
69.76,200,62.3,652.8,1450.8
69.89,200,61.6,656,1450.29
70.02,200,58.2,659.2,1448.25
70.14,200,60.8,662.4,1449.34
70.27,200,58.8,665.6,1450.99
70.4,201,59.8,668.8,1453.21
70.52,201,58.7,672,1448.54
70.65,201,59.6,675.2,1448.09
70.77,201,61.3,678.4,1451.12
70.89,201,61.6,681.6,1448.73
71.01,201,60.6,684.8,1450.57
71.12,202,61.2,688,1449.48
71.23,202,61.3,691.2,1448.94
71.34,202,61.5,694.4,1448.46
71.45,202,59.5,697.6,1450.57
71.55,202,61.7,700.8,1447.78
71.64,202,61,704,1449.73
71.73,202,62,707.2,1449.59
71.82,202,60.3,710.4,1452.28
71.9,203,61,713.6,1450.57
71.98,203,57.6,716.8,1448.34
72.05,203,59.1,720,1449.29
72.11,203,58.4,723.2,1450.26
72.17,203,61.2,726.4,1450.58
72.22,203,61.9,729.6,1449.49
72.27,203,60.4,732.8,1448.04
72.3,203,61.3,736,1449.51
72.34,203,60.1,739.2,1450.27
72.36,203,60.8,742.4,1450.83
72.38,203,59.1,745.6,1450.84
72.39,203,60.5,748.8,1451.15
72.4,203,61.7,752,1447.43
72.4,203,59.4,755.2,1450.25
72.39,203,62,758.4,1449.2
72.37,203,57.1,761.6,1450.74
72.35,203,61,764.8,1450.65
72.32,203,59.5,768,1450.6
72.29,203,60.8,771.2,1449.18
72.25,203,59,774.4,1449.55
72.2,203,62.5,777.6,1449.93
72.15,203,62.6,780.8,1449.17
72.08,203,59.9,784,1451.58
72.02,203,60.4,787.2,1450.01
71.95,203,59.8,790.4,1449.67
71.87,203,58.5,793.6,1449.66
71.79,202,61.3,796.8,1448.69
71.7,202,58.5,0,1451.09
71.6,202,59.9,3.2,1449.82
71.51,202,60.3,6.4,1448.68
71.4,202,58.8,9.6,1449.53
71.3,202,60.3,12.8,1449.78
71.19,202,59.6,16,1451.78
71.08,201,61.9,19.2,1447.93
70.96,201,60.5,22.4,1450.46
70.84,201,61,25.6,1451.08
