MotorPowerKw,MotorSpeed,PumpRate,TimePumpOn,CasingFriction
68.5,198,61,336,1450.15
68.6,198,59.4,339.2,1450.63
68.71,198,60.9,342.4,1451.02
68.82,198,61.2,345.6,1448.82
68.93,199,60,348.8,1451.34
69.05,199,62.5,352,1450.95
69.17,199,60.7,355.2,1450.71
69.29,199,60.3,358.4,1453.6
69.41,199,61.1,361.6,1448.94
69.54,199,62.3,364.8,1450.88
69.66,200,60.2,368,1449.34
69.79,200,59.4,371.2,1450.68
69.92,200,60.1,374.4,1450.98
70.05,200,58.9,377.6,1450.63
70.17,200,61.4,380.8,1451.81
70.3,200,60,384,1449.3
70.43,201,60.8,387.2,1452.47
70.55,201,61.6,390.4,1449.23
70.68,201,59.3,393.6,1451.26
70.8,201,58.6,396.8,1448.79
70.92,201,59.7,400,1451.85
71.04,201,59.9,403.2,1449.27
71.15,202,61.8,406.4,1451.21
71.26,202,60.5,409.6,1448.19
71.37,202,59.6,412.8,1450.35
71.47,202,59.3,416,1448.86
71.57,202,61,419.2,1446.74
71.66,202,59.8,422.4,1451.34
71.75,202,62,425.6,1450.26
71.84,202,59.9,428.8,1452.1
71.92,203,56.4,432,1449.24
71.99,203,57.8,435.2,1450.25
72.06,203,60.6,438.4,1447.97
72.12,203,59.9,441.6,1450.11
72.18,203,61.3,444.8,1450.89
72.23,203,59.7,448,1450.39
72.28,203,58.8,451.2,1450.44
72.31,203,58.4,454.4,1448.98
72.34,203,61.6,457.6,1451.31
72.37,203,57.8,460.8,1448.67
72.39,203,59.9,464,1450.51
72.4,203,58.6,467.2,1448.06
72.4,203,58.7,470.4,1450.38
72.4,203,60,473.6,1445.73
72.39,203,60,476.8,1447.83
72.37,203,60.3,480,1449.78
72.35,203,60,483.2,1450.3
72.32,203,59.4,486.4,1450.02
72.28,203,61.8,489.6,1447.13
72.24,203,60,492.8,1452.45
72.19,203,61.4,496,1446.86
72.13,203,62.3,499.2,1450.71
72.07,203,59.1,502.4,1447.69
72,203,60.5,505.6,1449.19
71.93,203,58.6,508.8,1448.8
71.85,203,60.2,512,1450.88
71.76,202,60.4,515.2,1447.78
71.68,202,59.6,518.4,1448.42
71.58,202,60.1,521.6,1449.7
71.48,202,58.9,524.8,1447.74
71.38,202,61.2,528,1449.38
71.27,202,61.4,531.2,1447.77
71.16,202,60.2,534.4,1448.79
71.05,201,59.9,537.6,1447.75
70.93,201,61.1,540.8,1449.94
70.81,201,59,544,1451.36
70.69,201,59.8,547.2,1449.81
70.57,201,59.4,550.4,1451.71
70.44,201,59.7,553.6,1453.3
70.32,200,60.2,556.8,1451.3
70.19,200,60.2,560,1452.48
70.06,200,60.3,563.2,1450.4
69.93,200,58.4,566.4,1449.73
69.8,200,61,569.6,1449.64
69.68,200,61.2,572.8,1451.04
69.55,199,59.6,576,1451.04
69.43,199,61.8,579.2,1449.75
69.3,199,58.2,582.4,1449.94
69.18,199,62.6,585.6,1452.25
69.06,199,60,588.8,1450.85
68.94,199,58.3,592,1449.19
68.83,198,58.5,595.2,1450.45
68.72,198,59.4,598.4,1448.96
68.61,198,62.3,601.6,1446.96
68.51,198,60,604.8,1451.15
68.41,198,60.9,608,1450.22
68.32,198,61.9,611.2,1448.74
68.23,198,60.3,614.4,1449.63
68.15,197,59.7,617.6,1450.43
68.07,197,59.9,620.8,1445.1
67.99,197,60.6,624,1447.38
67.93,197,61,627.2,1451.06
67.87,197,58.6,630.4,1451.48
67.81,197,59.9,633.6,1449.76
67.76,197,61.8,636.8,1449.6
67.72,197,63.2,640,1447.9
67.68,197,60.4,643.2,1450.74
67.65,197,59,646.4,1449.54
67.63,197,59,649.6,1450.3
67.61,197,58.4,652.8,1449.7
67.6,197,59.8,656,1450.88
67.6,197,60.6,659.2,1450.5
67.6,197,61.9,662.4,1450.79
67.62,197,60.1,665.6,1450.79
67.63,197,61.2,668.8,1447.17
67.66,197,59.9,672,1451.05
67.69,197,59.4,675.2,1449.7
67.73,197,58.8,678.4,1449.15
67.77,197,59.9,681.6,1448.9
67.82,197,58.6,684.8,1451.82
67.88,197,59.8,688,1449.25
67.94,197,59.4,691.2,1449.26
68.01,197,60.6,694.4,1449.1
68.09,197,57.7,697.6,1450.35
68.17,198,61.2,700.8,1448.93
68.25,198,59.5,704,1450.55
68.34,198,60,707.2,1449.11
68.44,198,59.4,710.4,1448.89
68.53,198,58.4,713.6,1449.54
68.64,198,59.5,716.8,1451.46
68.75,198,58.3,720,1449.76
68.86,198,60.9,723.2,1448.94
68.97,199,57.3,726.4,1452.09
69.09,199,60.1,729.6,1448.33
69.21,199,62.6,732.8,1449.53
69.33,199,63.3,736,1451.37
69.45,199,58.8,739.2,1453.25
69.58,199,58.9,742.4,1450.63
69.71,200,59.1,745.6,1451.39
69.83,200,60.2,748.8,1452.67
69.96,200,60.7,752,1448.97
70.09,200,59.4,755.2,1450.51
70.22,200,61.9,758.4,1450.83
70.35,200,56.5,761.6,1449.8
70.47,201,60.6,764.8,1452.04
70.6,201,60.3,768,1450.1
70.72,201,62.8,771.2,1449.27
70.84,201,58.6,774.4,1450.7
70.96,201,60.4,777.6,1448.38
71.08,201,60.7,780.8,1447.59
71.19,202,61.6,784,1450.16
71.3,202,58.6,787.2,1449.99
71.4,202,60.6,790.4,1449.99
71.51,202,58.6,793.6,1449.54
71.6,202,60.9,796.8,1448.81
71.7,202,59.1,0,1449.76
71.79,202,59.8,3.2,1452.27
71.87,203,59.7,6.4,1450.04
71.95,203,60.9,9.6,1449.48
72.02,203,58.2,12.8,1450.59
72.08,203,58.5,16,1448.96
72.15,203,59.9,19.2,1451.43
72.2,203,61.6,22.4,1449.14
72.25,203,59.5,25.6,1452.27
72.29,203,59.4,28.8,1449.23
72.32,203,59.6,32,1450.92
72.35,203,60.6,35.2,1451.24
72.37,203,60.5,38.4,1449.51
72.39,203,57.4,41.6,1452.22
72.4,203,58.4,44.8,1450.24
72.4,203,59.5,48,1450.84
72.39,203,59.1,51.2,1450.17
72.38,203,59.4,54.4,1448.91
72.36,203,61,57.6,1451.62
72.34,203,61.5,60.8,1451.41
72.3,203,62.7,64,1452.09
72.27,203,59.5,67.2,1447.74
72.22,203,59.2,70.4,1450.25
72.17,203,58.8,73.6,1449.2
72.11,203,62.4,76.8,1445.62
72.05,203,60.3,80,1449.49
71.98,203,58.2,83.2,1449.98
71.9,203,60.1,86.4,1449.31
71.82,202,60,89.6,1449.8
71.73,202,62.3,92.8,1451.2
71.64,202,60.2,96,1450.27
71.55,202,59.2,99.2,1451.87
71.45,202,57.8,102.4,1447.17
71.34,202,60.8,105.6,1449.16
71.23,202,58.2,108.8,1448.86
71.12,202,60.2,112,1449.8
71.01,201,60,115.2,1448.48
70.89,201,60.4,118.4,1448.92
70.77,201,59.3,121.6,1448.58
70.65,201,61.4,124.8,1446.65
70.52,201,60,128,1446.77
70.4,201,57.5,131.2,1449.04
70.27,200,60.6,134.4,1449.07
70.14,200,61.7,137.6,1449.75
70.02,200,60,140.8,1451.41
69.89,200,60.5,144,1446.59
69.76,200,60.7,147.2,1451.6
69.63,200,58.5,150.4,1447.04
69.51,199,62.1,153.6,1449.39
69.38,199,60.9,156.8,1448.82
69.26,199,61.4,160,1448.19
69.14,199,59.6,163.2,1452.11
69.02,199,61.9,166.4,1450.74
68.9,199,60.2,169.6,1449.45
68.79,198,59.5,172.8,1449.69
68.68,198,62.3,176,1451.87
68.58,198,61.6,179.2,1448.12
68.48,198,59.8,182.4,1450.98
68.38,198,60.3,185.6,1449.55
68.29,198,59.6,188.8,1448.33
68.2,198,60.8,192,1451.56
68.12,197,60,195.2,1449.51
68.04,197,60.5,198.4,1449.23
67.97,197,58.9,201.6,1449.14
67.9,197,59.7,204.8,1447.35
67.84,197,59.5,208,1447.51
67.79,197,60.4,211.2,1451.63
67.74,197,61.4,214.4,1451.65
67.7,197,58.2,217.6,1449.96
67.67,197,60,220.8,1449.27
67.64,197,61.2,224,1451.23
67.62,197,61.3,227.2,1449.45
67.61,197,60.5,230.4,1449.98
67.6,197,59.6,233.6,1448.03
67.6,197,58.8,236.8,1448.92
67.61,197,58.2,240,1449.85
67.62,197,61.4,243.2,1446.69
67.64,197,60.8,246.4,1448.03
67.67,197,61.5,249.6,1449.64
67.7,197,59.8,252.8,1447.85
67.74,197,60.8,256,1449.95
67.79,197,62.8,259.2,1450.93
67.84,197,58.6,262.4,1452.14
67.9,197,59.9,265.6,1450.64
67.97,197,59.9,268.8,1447.97
68.04,197,58.5,272,1449.58
68.11,197,61,275.2,1450.34
68.19,198,63.4,278.4,1449.9
68.28,198,59.1,281.6,1452.22
68.37,198,61.3,284.8,1447.29
68.47,198,60.5,288,1451.04
68.57,198,60.6,291.2,1452.77
68.68,198,59.4,294.4,1450.16
68.78,198,58.6,297.6,1450.34
68.9,199,58.7,300.8,1450.8
69.01,199,61.4,304,1450.71
69.13,199,61.1,307.2,1449.46
69.25,199,60.7,310.4,1450.87
69.37,199,62.5,313.6,1451.45
69.5,199,62.1,316.8,1446.67
69.62,199,61.6,320,1449.4
69.75,200,61,323.2,1449.53
69.88,200,59.4,326.4,1448.81
70.01,200,61,329.6,1449.73
70.14,200,60.1,332.8,1452.07
70.26,200,60.7,336,1448.74
70.39,201,62.3,339.2,1452.59
70.52,201,59.9,342.4,1449.82
70.64,201,60.1,345.6,1450.42
70.76,201,57.2,348.8,1449.08
70.88,201,61.1,352,1445.69
71,201,61.4,355.2,1451.18
71.12,202,59.7,358.4,1448.78
71.23,202,58.1,361.6,1450.3
71.34,202,60.3,364.8,1450
71.44,202,58.9,368,1449.05
71.54,202,56.5,371.2,1449.83
71.64,202,60.6,374.4,1447.95
71.73,202,59,377.6,1447.99
71.82,202,61.1,380.8,1448.25
71.9,203,58.5,384,1449.92
71.97,203,61.5,387.2,1448.45
72.04,203,59.5,390.4,1449.92
72.11,203,60.4,393.6,1448.53
72.17,203,61.7,396.8,1451.6
72.22,203,59.5,400,1451.98
72.26,203,57.8,403.2,1450.65
72.3,203,60.4,406.4,1450.15
72.34,203,62.3,409.6,1448.63
72.36,203,57.6,412.8,1447.56
72.38,203,61.8,416,1451.32
72.39,203,58.1,419.2,1447.94
72.4,203,56.1,422.4,1448.89
72.4,203,60.9,425.6,1451.49
72.39,203,57.6,428.8,1449.32
72.38,203,59.5,432,1449
72.35,203,59.3,435.2,1450.8
72.33,203,60.9,438.4,1448.83
72.29,203,58.7,441.6,1449.4
72.25,203,60.2,444.8,1447.97
72.2,203,61.5,448,1449.43
72.15,203,58.8,451.2,1450.87
72.09,203,60.1,454.4,1451.18
72.02,203,60.3,457.6,1449.37
71.95,203,57.4,460.8,1451.69
71.87,203,59.7,464,1451.6
71.79,202,59.3,467.2,1446.77
71.7,202,59.5,470.4,1449.56
71.61,202,59.8,473.6,1450.52
71.51,202,60.9,476.8,1452.11
71.41,202,62.2,480,1451
71.31,202,61,483.2,1450.19
71.2,202,61.3,486.4,1451.29
71.08,201,61.5,489.6,1448.77
70.97,201,58.9,492.8,1449.18
70.85,201,59.4,496,1449.7
70.73,201,59,499.2,1449.88
70.6,201,61,502.4,1448.28
70.48,201,59.9,505.6,1448.43
70.35,200,59,508.8,1449.18
70.23,200,61.6,512,1448.2
70.1,200,58.8,515.2,1448.31
69.97,200,60,518.4,1448.59
69.84,200,60.1,521.6,1448.24
69.71,200,61.4,524.8,1449.9
69.59,199,60.4,528,1446.99
69.46,199,58.9,531.2,1451.34
69.34,199,62.1,534.4,1450.41
69.22,199,61.1,537.6,1448.37
69.1,199,60.8,540.8,1448.74
68.98,199,59.1,544,1449.66
68.86,198,59.3,547.2,1451.3
68.75,198,58.1,550.4,1452.35
68.64,198,58.9,553.6,1450.41
68.54,198,60.8,556.8,1449.48
68.44,198,60,560,1449.31
68.35,198,61.1,563.2,1447.22
68.26,198,60.7,566.4,1447.47
68.17,198,62,569.6,1448.74
68.09,197,60.2,572.8,1452.17
68.02,197,60.8,576,1448.93
67.95,197,61.4,579.2,1449.55
67.88,197,61.4,582.4,1449.92
67.83,197,60.4,585.6,1449.76
67.77,197,58.6,588.8,1448.65
67.73,197,61,592,1450.54
67.69,197,61.2,595.2,1448.99
67.66,197,59.2,598.4,1448.9
67.63,197,62.8,601.6,1451.87
67.62,197,61,604.8,1449.88
67.6,197,61,608,1449.15
67.6,197,60.6,611.2,1449.61
67.6,197,60.8,614.4,1447.58
67.61,197,60.4,617.6,1448.95
67.63,197,63.5,620.8,1448.74
67.65,197,59.9,624,1451.37
67.68,197,61.1,627.2,1450.88
67.72,197,59.8,630.4,1450.18
67.76,197,60.9,633.6,1448.73
67.81,197,57.1,636.8,1452.54
67.86,197,61.5,640,1449.65
67.92,197,59.2,643.2,1449.72
67.99,197,59.2,646.4,1448.06
68.06,197,61.7,649.6,1451.95
68.14,197,59.5,652.8,1447.97
68.22,198,59.6,656,1450.57
68.31,198,58.5,659.2,1448.37
68.41,198,58.1,662.4,1450.84
68.51,198,60.9,665.6,1451.07
68.61,198,60.2,668.8,1450.98
68.71,198,59.8,672,1453.14
68.82,198,59.3,675.2,1450.37
68.94,199,58.5,678.4,1452.43
69.05,199,59.6,681.6,1450.49
69.17,199,59.7,684.8,1449.11
69.29,199,62.1,688,1449.31
69.42,199,60.3,691.2,1449.97
69.54,199,57.9,694.4,1449.79
69.67,200,60.4,697.6,1447.6
69.8,200,58.7,700.8,1449.49
69.92,200,59.2,704,1450.82
70.05,200,59.5,707.2,1449.13
70.18,200,60.7,710.4,1450.45
70.31,200,58.2,713.6,1449.6
70.43,201,61.8,716.8,1449.54
70.56,201,58.4,720,1448.61
70.68,201,56.9,723.2,1449.43
70.81,201,58.2,726.4,1450.32
70.93,201,61.2,729.6,1448.3
71.04,201,59.2,732.8,1450.76
71.16,202,60.8,736,1451.49
71.27,202,58.2,739.2,1450.91
71.37,202,59.4,742.4,1449.33
71.48,202,61.3,745.6,1448.43
71.58,202,60.1,748.8,1450.76
71.67,202,58.4,752,1449.31
71.76,202,60.3,755.2,1449.44
71.84,202,61.9,758.4,1451.51
71.92,203,60.3,761.6,1450.51
72,203,57.7,764.8,1449.93
72.07,203,61.8,768,1448.89
72.13,203,60,771.2,1451.46
72.18,203,60.4,774.4,1451.88
72.23,203,59.5,777.6,1451.98
72.28,203,61.4,780.8,1449.29
72.31,203,61.3,784,1451.12
72.35,203,61.2,787.2,1450.61
72.37,203,61.9,790.4,1449.93
72.39,203,60.1,793.6,1452.86
72.4,203,59.4,796.8,1450.73
72.4,203,60.2,0,1451.89
72.4,203,60.2,3.2,1450.19
72.39,203,61.3,6.4,1449.6
72.37,203,58.7,9.6,1452.2
72.35,203,59.3,12.8,1450.8
72.31,203,59.2,16,1451.65
72.28,203,59.1,19.2,1451.45
72.23,203,59.5,22.4,1449.45
72.18,203,60.5,25.6,1450.14
72.13,203,60.3,28.8,1447.73
72.07,203,60.1,32,1449.84
72,203,60.4,35.2,1452.6
71.92,203,60.7,38.4,1450.13
71.84,202,61,41.6,1450.85
71.76,202,62,44.8,1448.73
71.67,202,58.9,48,1451.54
71.58,202,60.1,51.2,1448.64
71.48,202,60.9,54.4,1450.63
71.37,202,60.3,57.6,1447.04
71.27,202,62,60.8,1447.77
71.16,202,61.2,64,1446.69
71.04,201,60.8,67.2,1450.85
70.93,201,60.2,70.4,1447.94
70.81,201,61.1,73.6,1450.07
70.68,201,58.4,76.8,1448
70.56,201,58.5,80,1449.19
70.43,201,59.3,83.2,1450.87
70.31,200,60.8,86.4,1451.98
70.18,200,63.9,89.6,1448.88
70.05,200,60.3,92.8,1447.93
69.92,200,60.3,96,1449.92
69.8,200,60.1,99.2,1449.98
69.67,200,63.6,102.4,1452.65
69.54,199,61,105.6,1449.06
69.42,199,58.9,108.8,1449.7
69.29,199,61.2,112,1448.14
69.17,199,61.2,115.2,1450.19
69.05,199,60,118.4,1450.96
68.94,199,58.2,121.6,1448.04
68.82,198,59.2,124.8,1449.16
68.71,198,59.7,128,1448.4
68.61,198,58.9,131.2,1450.34
68.51,198,59.7,134.4,1450.22
68.41,198,61.1,137.6,1451.46
68.31,198,60.2,140.8,1452.01
68.22,198,60,144,1448.32
68.14,197,59.5,147.2,1450.43
68.06,197,62.5,150.4,1447.35
67.99,197,59.6,153.6,1449.59
67.92,197,60.4,156.8,1448.8
67.86,197,60.8,160,1451.25
67.81,197,60.3,163.2,1447.5
67.76,197,57.3,166.4,1451.07
67.72,197,63.8,169.6,1451.92
67.68,197,60.6,172.8,1448.63
67.65,197,58.3,176,1448.31
67.63,197,60.6,179.2,1449.02
67.61,197,60.1,182.4,1450.1
67.6,197,60.3,185.6,1448.89
67.6,197,61.9,188.8,1449.99
67.6,197,59.5,192,1448.21
67.62,197,58.2,195.2,1450.66
67.63,197,60.8,198.4,1449.18
67.66,197,61.4,201.6,1448.91
67.69,197,61.3,204.8,1448.57
67.73,197,60.4,208,1447.92
67.77,197,61,211.2,1451
67.83,197,60,214.4,1450.7
67.88,197,61.3,217.6,1450.76
67.95,197,60.9,220.8,1449.38
68.02,197,58.5,224,1451.67
68.09,197,61.6,227.2,1452.11
68.17,198,60.1,230.4,1451.55
68.26,198,60,233.6,1449.37
68.35,198,61.4,236.8,1449.24
68.44,198,60.1,240,1449.71
68.54,198,61.2,243.2,1450.84
68.64,198,61.6,246.4,1447.97
68.75,198,61,249.6,1450.29
68.86,198,57.6,252.8,1449.65
68.98,199,58.9,256,1452.09
69.1,199,60.6,259.2,1449.33
69.22,199,60.4,262.4,1447.41
69.34,199,62.5,265.6,1450.7
69.46,199,61.5,268.8,1451.49
69.59,199,60.4,272,1449.56
69.71,200,60.6,275.2,1449.57
69.84,200,58.9,278.4,1450.77
69.97,200,62.2,281.6,1451.25
70.1,200,59.4,284.8,1448.27
70.23,200,59.7,288,1448.96
70.35,200,59.9,291.2,1450.54
70.48,201,60.3,294.4,1445.22
70.6,201,59.9,297.6,1450.52
70.73,201,62.4,300.8,1449.37
70.85,201,60,304,1451.57
70.97,201,60.8,307.2,1450.33
71.08,201,60.9,310.4,1449.26
71.2,202,59.1,313.6,1451.57
71.31,202,58.8,316.8,1450.35
71.41,202,59.1,320,1450.76
71.51,202,60.5,323.2,1447.65
71.61,202,62.8,326.4,1449.74
71.7,202,60.4,329.6,1451.78
71.79,202,59.5,332.8,1450.4
71.87,203,61.7,336,1450.8
71.95,203,60.7,339.2,1448.5
72.02,203,58.6,342.4,1449.84
72.09,203,59.8,345.6,1449.98
72.15,203,59.9,348.8,1451.31
72.2,203,60.7,352,1448.99
72.25,203,58.7,355.2,1450.04
72.29,203,59.3,358.4,1449.89
72.33,203,59.9,361.6,1447.96
72.35,203,60.1,364.8,1450.1
72.38,203,57.4,368,1448.43
72.39,203,61.1,371.2,1449.25
72.4,203,59,374.4,1451.32
72.4,203,60.4,377.6,1453.22
72.39,203,58.7,380.8,1452.78
72.38,203,59,384,1450.65
72.36,203,58.9,387.2,1447.7
72.34,203,60.5,390.4,1449.93
72.3,203,58.2,393.6,1448.83
72.26,203,58.7,396.8,1449.57
72.22,203,57.9,400,1450.23
72.17,203,60,403.2,1450.45
72.11,203,60.3,406.4,1450.07
72.04,203,60.9,409.6,1448.95
71.97,203,64.5,412.8,1451.46
71.9,203,60,416,1447.11
71.82,202,61.1,419.2,1449.04
71.73,202,59.8,422.4,1450.99
71.64,202,58.7,425.6,1449.03
71.54,202,61,428.8,1450.18
71.44,202,61.3,432,1450.62
71.34,202,57.9,435.2,1450.49
71.23,202,59.9,438.4,1452.73
71.12,202,61.5,441.6,1449.09
71,201,60.4,444.8,1449.87
70.88,201,58.6,448,1449.04
70.76,201,58.6,451.2,1449.42
70.64,201,59.1,454.4,1449.26
70.52,201,59.3,457.6,1448.83
70.39,201,60,460.8,1449.44
70.26,200,61.8,464,1451.24
70.14,200,60.8,467.2,1450.35
70.01,200,59.8,470.4,1449.94
69.88,200,60.5,473.6,1451.37
69.75,200,59.7,476.8,1449.31
69.62,199,60.4,480,1450.11
69.5,199,62,483.2,1451.2
69.37,199,57.6,486.4,1451.33
69.25,199,59.2,489.6,1450.07
69.13,199,61,492.8,1452.28
69.01,199,60.9,496,1448.36
68.9,199,59.4,499.2,1452.83
68.78,198,60.7,502.4,1450.57
68.68,198,60.4,505.6,1451.64
68.57,198,59.1,508.8,1453.25
68.47,198,59.9,512,1450.49
68.37,198,58.7,515.2,1446.48
68.28,198,58.4,518.4,1450.95
68.19,198,61.4,521.6,1451.18
68.11,197,58.3,524.8,1452.74
68.04,197,62.7,528,1450.76
67.97,197,59.2,531.2,1450.15
67.9,197,60.6,534.4,1449.32
67.84,197,58.4,537.6,1450.29
67.79,197,61.4,540.8,1449.09
67.74,197,60.8,544,1450.47
67.7,197,58.1,547.2,1448.82
67.67,197,58.6,550.4,1448.26
67.64,197,61.9,553.6,1449.16
67.62,197,61,556.8,1448.85
67.61,197,59.2,560,1447.79
67.6,197,60.5,563.2,1449.74
67.6,197,60,566.4,1448.73
67.61,197,60.5,569.6,1447.21
67.62,197,60.4,572.8,1450.33
67.64,197,59.3,576,1449.38
67.67,197,58.8,579.2,1451
67.7,197,59.5,582.4,1448.58
67.74,197,59.3,585.6,1449.01
67.79,197,59.3,588.8,1451.43
67.84,197,61.6,592,1451.25
67.9,197,58.8,595.2,1450.25
67.97,197,61.5,598.4,1450.71
68.04,197,60.2,601.6,1449.6
68.12,197,62.4,604.8,1449.67
68.2,198,63.1,608,1450.61
68.29,198,59,611.2,1452.21
68.38,198,60,614.4,1449.39
68.48,198,59.3,617.6,1451.14
68.58,198,60.8,620.8,1451.34
68.68,198,60.1,624,1450.25
68.79,198,60,627.2,1448.27
68.9,199,58,630.4,1450.94
69.02,199,61.5,633.6,1450.99
69.14,199,58.9,636.8,1450.46
69.26,199,61.2,640,1449.45
69.38,199,57.6,643.2,1447.84
69.51,199,59.7,646.4,1448.37
69.63,200,60,649.6,1449.56
69.76,200,61,652.8,1449.05
69.89,200,59.5,656,1450.58
70.02,200,61.4,659.2,1450.61
70.14,200,60.8,662.4,1449.19
70.27,200,58.8,665.6,1448.81
70.4,201,61.3,668.8,1451.27
70.52,201,59.6,672,1451.39
70.65,201,59.4,675.2,1449.26
70.77,201,60,678.4,1447.2
70.89,201,58.2,681.6,1449.18
71.01,201,59.9,684.8,1448.78
71.12,202,58.7,688,1451.99
71.23,202,60.7,691.2,1451.6
71.34,202,61,694.4,1450.8
71.45,202,57.6,697.6,1452.69
71.55,202,59.8,700.8,1448.62
71.64,202,59.7,704,1451.86
71.73,202,59.2,707.2,1449.43
71.82,202,61.2,710.4,1448.52
71.9,203,58.9,713.6,1449.86
71.98,203,60.4,716.8,1451.43
72.05,203,60.3,720,1452.22
72.11,203,59.8,723.2,1450.99
72.17,203,61.6,726.4,1448.17
72.22,203,61,729.6,1450.72
72.27,203,60.7,732.8,1450.06
72.3,203,62,736,1451.53
72.34,203,61.2,739.2,1449.98
72.36,203,59.7,742.4,1450.39
72.38,203,60.6,745.6,1447.75
72.39,203,60.2,748.8,1451.79
72.4,203,61.5,752,1449.43
72.4,203,60.9,755.2,1447.55
72.39,203,60.3,758.4,1452.72
72.37,203,59.1,761.6,1450.56
72.35,203,60.3,764.8,1450.01
72.32,203,59.6,768,1452.38
72.29,203,61.9,771.2,1450.67
72.25,203,56,774.4,1449.3
72.2,203,59.6,777.6,1450.09
72.15,203,60.4,780.8,1449.01
72.08,203,59.9,784,1451.04
72.02,203,60.3,787.2,1449.24
71.95,203,61.6,790.4,1448.9
71.87,203,61.2,793.6,1450.49
71.79,202,60.7,796.8,1450.36
71.7,202,60.3,0,1450.93
71.6,202,59.9,3.2,1452.09
71.51,202,60.6,6.4,1451.04
71.4,202,60,9.6,1452.07
71.3,202,60.9,12.8,1451.03
71.19,202,62,16,1447.77
71.08,201,60.3,19.2,1449.7
70.96,201,59.1,22.4,1448.89
70.84,201,61.6,25.6,1450.02
